restaurant_name,review_text,rating,processed_text
Lounge 88 Rooftop,Very nice place and really cozy,5.0,nice place really cozy
Lounge 88 Rooftop,Very good place having live music options with lounge areas.,5.0,good place live music option lounge area
Funky Monkey Bar & Restaurant,Good food and drinks with live music.,5.0,good food drink live music
Funky Monkey Bar & Restaurant,Good place for enjoy with friends and family,5.0,good place enjoy friend family
Funky Monkey Bar & Restaurant,"Satisfactory,,🤗",5.0,satisfactory🤗
Priya Hotel,Good food at nominal price. Better than  SMIT Canteen. Find the menu latest as of Dec 2017.,4.0,good food nominal price better smit canteen find menu latest dec 2017
Priya Hotel,"It's is the best place in Majitar. And for the students of Sikkim Manipal Institute of Technology, it's near to the main gate. Even the food is very much delicious. Hospitality of Priya Hotel is also Good.. Even the quality and Quantity is also superb. I would suggest this hotel to have food here anytime if someone visit Sikkim. Thank You..😊😊",5.0,best place majitar student sikkim manipal institute technology near main gate even food much delicious hospitality priya hotel also good even quality quantity also superb would suggest hotel food anytime someone visit sikkim thank you😊😊
Priya Hotel,"A simple, honest hotel that gives you , warm food, and respectful service — all at an affordable rate. If you’re in Majhitar or passing through Rangpo, Priya Hotel is a safe and satisfying choice.",4.0,simple honest hotel give warm food respectful service — affordable rate ’ majhitar passing rangpo priya hotel safe satisfying choice
Priya Hotel,"Awesome food ✌️👌 , kolpo thali is best",5.0,awesome food ✌️👌 kolpo thali best
Priya Hotel,"One of the best hotel in majitar, East Sikkim",5.0,one best hotel majitar east sikkim
Priya Hotel,Food quality and quantity is good. Service is also good. Maintain hygiene. Behaviour is also good,5.0,food quality quantity good service also good maintain hygiene behaviour also good
Priya Hotel,Really good to have a bit here. Have many varieties of food here. Also serves parathas abd chai. There serve meals as well.,4.0,really good bit many variety food also serf parathas abd chai serve meal well
Priya Hotel,"It's an eatery for college students, you'll get food for cheap that'll help you keep hunger at bay",4.0,eatery college student youll get food cheap thatll help keep hunger bay
Priya Hotel,"If u miss the taste of your home ,this is the place ....they serve the best thalis(veg and non veg) in an affordable price......",5.0,u miss taste home place serve best thalisveg non veg affordable price
Priya Hotel,Nice hotel to eat for lunch or tiffin. Effortable and food is good,3.0,nice hotel eat lunch tiffin effortable food good
Priya Hotel,Very good behaviour. Feel like home. Kalpo thali best in Sikkim,4.0,good behaviour feel like home kalpo thali best sikkim
Priya Hotel,Excellent place to have both breakfast lunch and dinner.,5.0,excellent place breakfast lunch dinner
Priya Hotel,Best hotel in reasonable price.....specially the thali....,5.0,best hotel reasonable pricespecially thali
Priya Hotel,Only place selling proper lunch near smit at a cheap price,4.0,place selling proper lunch near smit cheap price
Priya Hotel,Good quality food served here,4.0,good quality food served
Priya Hotel,good food good service good customer care,4.0,good food good service good customer care
Priya Hotel,Better place to have your lunch and dinner,4.0,better place lunch dinner
Priya Hotel,Good bengali food,5.0,good bengali food
Priya Hotel,Good food and hospitality,5.0,good food hospitality
Priya Hotel,Nice food,5.0,nice food
Priya Hotel,Nyc,5.0,nyc
Priya Hotel,Nice,4.0,nice
Priya Hotel,average,3.0,average
Priya Hotel,Just ordinary,3.0,ordinary
Priya Hotel,Good service,5.0,good service
Priya Hotel,Excellent💯,5.0,excellent💯
